"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1773","To Test End to End flow for the Websiteddd","All Test Suite","Tue Sep 16 17:06:36 IST 2025","passed","Tue Sep 16 17:06:38 IST 2025","TestCases.AllureTest","C:/Users/UjjwalShrivastava/IdeaProjects/SwagLabs","TestCases.AllureTest","Test01"
